Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1640089793532,21/12/2021 12:29:53,1640089793251,0,21/12/2021 12:29:53,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1640089796863,21/12/2021 12:29:56,1640089796654,0,21/12/2021 12:29:56,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3380,,,,,0,1,0,,,,,,intro,
3,1640089885078,21/12/2021 12:31:25,1640089884761,0,21/12/2021 12:31:24,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,88098,,,,,0,1,0,,,,,,video,
4,1640089922289,21/12/2021 12:32:02,1640089922064,0,21/12/2021 12:32:02,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,37298.000000000015,,,,,0,1,0,,,,,,instructions,
5,1640090018947,21/12/2021 12:33:38,1640090018630,0,21/12/2021 12:33:38,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,96554,,,Right,1,0,1,0,,,,,,response,
6,1640090019002,21/12/2021 12:33:39,1640090018633,0,21/12/2021 12:33:38,53563,21,task-ptdz,,18166821,BLIND,5361762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1792x1120,1780x940,,Eye dominance,4,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,END TASK,,,,,225382,,,,,0,1,0,,,,,,,
1,1638879593470,07/12/2021 12:19:53,1638879591178,0,07/12/2021 12:19:51,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1638879604582,07/12/2021 12:20:04,1638879602193,0,07/12/2021 12:20:02,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10921.600000023842,,,,,0,1,0,,,,,,intro,
3,1638879727825,07/12/2021 12:22:07,1638879725328,0,07/12/2021 12:22:05,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,123119.69999998808,,,,,0,1,0,,,,,,video,
4,1638879753357,07/12/2021 12:22:33,1638879750263,0,07/12/2021 12:22:30,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,24927.79999998212,,,,,0,1,0,,,,,,instructions,
5,1638879756623,07/12/2021 12:22:36,1638879754337,0,07/12/2021 12:22:34,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,4064.199999988079,,,Left,1,0,1,0,,,,,,response,
6,1638879757051,07/12/2021 12:22:37,1638879754340,0,07/12/2021 12:22:34,53563,21,task-ptdz,,17812917,BLIND,5185783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1920x1080,1920x969,,Eye dominance,4,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,END TASK,,,,,163162,,,,,0,1,0,,,,,,,
1,1638391690148,01/12/2021 20:48:10,1638391690269,0,01/12/2021 20:48:10,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1638391697028,01/12/2021 20:48:17,1638391695762,0,01/12/2021 20:48:15,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5358.300000190735,,,,,0,1,0,,,,,,intro,
3,1638391739237,01/12/2021 20:48:59,1638391738837,0,01/12/2021 20:48:58,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,43033.2999997139,,,,,0,1,0,,,,,,video,
4,1638391744322,01/12/2021 20:49:04,1638391743770,0,01/12/2021 20:49:03,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4909.200000286102,,,,,0,1,0,,,,,,instructions,
5,1638391744890,01/12/2021 20:49:04,1638391745058,0,01/12/2021 20:49:05,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1256.9000000953674,,,Left,1,0,1,0,,,,,,response,
6,1638391744979,01/12/2021 20:49:04,1638391745062,0,01/12/2021 20:49:05,53563,21,task-ptdz,,17640381,BLIND,5207972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1280x720,1280x577,,Eye dominance,4,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,,,END TASK,,,,,54793,,,,,0,1,0,,,,,,,
1,1638301198169,30/11/2021 19:39:58,1638301196902,0,30/11/2021 19:39:56,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1638301202771,30/11/2021 19:40:02,1638301201530,0,30/11/2021 19:40:01,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4578.5,,,,,0,1,0,,,,,,intro,
3,1638301238540,30/11/2021 19:40:38,1638301237297,0,30/11/2021 19:40:37,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,35757.5,,,,,0,1,0,,,,,,video,
4,1638301238759,30/11/2021 19:40:38,1638301237523,0,30/11/2021 19:40:37,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,217.5,,,,,0,1,0,,,,,,instructions,
5,1638301243045,30/11/2021 19:40:43,1638301241825,0,30/11/2021 19:40:41,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,4281.0999999940395,,,Left,1,0,1,0,,,,,,response,
6,1638301243103,30/11/2021 19:40:43,1638301241828,0,30/11/2021 19:40:41,53563,21,task-ptdz,,17602269,BLIND,5198273,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1707x812,,Eye dominance,4,bothFirst,163,Right,163,Right,,,,,Spreadsheet1,,,END TASK,,,,,44926,,,,,0,1,0,,,,,,,
1,1638277162765,30/11/2021 12:59:22,1638277162687,0,30/11/2021 12:59:22,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1638277166321,30/11/2021 12:59:26,1638277166283,0,30/11/2021 12:59:26,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3515.899999976158,,,,,0,1,0,,,,,,intro,
3,1638277197609,30/11/2021 12:59:57,1638277197467,0,30/11/2021 12:59:57,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,31157.700000047684,,,,,0,1,0,,,,,,video,
4,1638277229904,30/11/2021 13:00:29,1638277229868,0,30/11/2021 13:00:29,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,32373,,,,,0,1,0,,,,,,instructions,
5,1638277232335,30/11/2021 13:00:32,1638277232305,0,30/11/2021 13:00:32,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2411.8000000715256,,,Right,1,0,1,0,,,,,,response,
6,1638277232421,30/11/2021 13:00:32,1638277232308,0,30/11/2021 13:00:32,53563,21,task-ptdz,,17587494,BLIND,5193241,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x854,1232x743,,Eye dominance,4,oneFirst,,,,,178,Right,178,Right,Spreadsheet1,,,END TASK,,,,,69621,,,,,0,1,0,,,,,,,
1,1638204303574,29/11/2021 16:45:03,1638204303103,0,29/11/2021 16:45:03,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1638204306229,29/11/2021 16:45:06,1638204305850,0,29/11/2021 16:45:05,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2694.100000023842,,,,,0,1,0,,,,,,intro,
3,1638204336453,29/11/2021 16:45:36,1638204335758,0,29/11/2021 16:45:35,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,29892.70000001788,,,,,0,1,0,,,,,,video,
4,1638204337614,29/11/2021 16:45:37,1638204337241,0,29/11/2021 16:45:37,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1463.699999988079,,,,,0,1,0,,,,,,instructions,
5,1638204339391,29/11/2021 16:45:39,1638204339013,0,29/11/2021 16:45:39,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1749.0999999940395,,,Right,1,0,1,0,,,,,,response,
6,1638204339476,29/11/2021 16:45:39,1638204339022,0,29/11/2021 16:45:39,53563,21,task-ptdz,,17563989,BLIND,5186811,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 96.0.1054.34,1280x720,1280x609,,Eye dominance,4,bothFirst,183,Right,183,Right,,,,,Spreadsheet1,,,END TASK,,,,,35919,,,,,0,1,0,,,,,,,
END OF FILE
